Unnamed: 0,Label,clean_text,String,encoded_label
197,Bullying,kamu mati saja sudah biar tidak bikin ribet,"""Lu Mati ajalah . Udah biar gak bikin ribet""",1.0
198,Bullying,sampah masyarakat musnahkan,"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""",1.0
199,Bullying,mati kamu najis kontol bangsat mati kamu,"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""",1.0
200,Bullying,youtuber toxic tutup akunmu tutup usia,"""youtuber toxic, tutup akunmu sekalian tutup usia""",1.0
201,Non-bullying,ribet mirip sudah saja kamu,"""Pada ribet kayak udah pada benar aja lu semua""",0.0
202,Non-bullying,hitam diatas putih langsung proses,"""Jangan ada hitam diatas putih. Langsung proses""",0.0
203,Non-bullying,sayang anaknya ya serahkan saja polisi biar didik,"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""",0.0
204,Bullying,manusia hewan sih tidak hati sekali,"""Manusia apa hewan sih kok gak punya hati banget""",1.0
205,Bullying,manusia anjing cari uang begitu kamu kerja saja saya nyebokin saya nanti saya gaji kamu,"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""",1.0
206,Bullying,maklum anak pendidikan mirip begitu tidak akhlak,"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""",1.0
207,Bullying,anjing anak tidak tahu ibunya nangis2,"""Anjing memang anak gak tau diri. ibunya sampai nangis2""",1.0
208,Bullying,oi babi saya bunuh kamu sumpah,"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""",1.0
209,Bullying,heee sampah kamu sudah saya maafin bohong goblok,"""Heee sampah lu udah gua maafin TAPI BOONG GOBLOK""",1.0
210,Bullying,anjing kamu baku hantam ayo,"""ANJING SINI LO BAKU HANTAM AYO""",1.0
211,Non-bullying,bangkit ya bang lemah pelajaran ujian kamu bang,"""Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang""",0.0
212,Non-bullying,patah semngat kak sukses,"""Jangan patah semngat kak sukses terus""",0.0
213,Non-bullying,semangat ferdian tidak usah dengerin orang hujat manusia luput kesalahan,"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""",0.0
214,Non-bullying,sumpah respect sekali,"""Sumpah sekarang aku respect banget sama kamu""",0.0
215,Non-bullying,menurutku pribadi tulus maafnya,"""Menurutku pribadi, dia tulus minta maafnya?.""",0.0
216,Bullying,dikasih bidadari maunya boneka santet,"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""",1.0
217,Non-bullying,hilang respect saya jane sudah setia sangat kamu kamu nya main cewek pas sudah dari penjara lol,"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",0.0
218,Non-bullying,hapus saja ni poto tidak tahu malu sangat kamu bang,"""Hapus ajh ni poto ngk tau malu bgt lu bang""",0.0
219,Bullying,intinya tidak suka ajg listy ngrusak suasana,"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""",1.0
220,Bullying,foto 2 anjing 1 kontol,"""Di foto ini ada 2 anjing dan 1 kontol""",1.0
221,Non-bullying,kasihan sekali jane sudah nunggu penjara eh tahunya waw sakit siih,"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""",0.0
222,Bullying,puny cewk selingkuhin tidak ngotak,"""Puny cewk baik di selingkuhin g ngotak""",1.0
223,Bullying,ingat yang potong nya hubungan nya kalau sudah gini sembeleh saja orang nya sudah terlanjur kecewa,"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""",1.0
224,Non-bullying,konten putus foto tabi jessica tidak dihapus,"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""",0.0
225,Non-bullying,makan dibikin ama jess tetapi ngehianatin gila sih,"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""",0.0
226,Non-bullying,parah kamu bang nama kamu sudah rusak karena narkoba tambah saja truss,"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""",0.0
227,Bullying,anjing ya erick,"""Ini anjing Kok mirip ya sama Erick""",1.0
228,Bullying,muka pas an sok sok an sama lonte kamu anjing,"""Muka Pas""an sok sok an mau sm lonte lo anjing""",1.0
229,Bullying,kamu anjingnya anjingnya,"""Lu sama anjingnya, lebih baik anjingnya""",1.0
230,Bullying,ih babi jangan megang tuh anjing harga dripada kamu,"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO""",1.0
231,Non-bullying,santuy saja bang tidak tanggepin btw saya suka gaya kamu,"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",0.0
232,Bullying,narkoboy kontol main cewek menyakiti saja kamu anjing mati saja kamu bodoh,"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""",1.0
233,Bullying,tetap penjara saja ajg nyusahin kamu,"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""",1.0
234,Non-bullying,cewek cakap setia disia sia in sahabat,"""cewe cakep, setia kok disia sia in sahabat""",0.0
235,Bullying,loh aku liatnya anjing yaa,"""loh kok ak liatnya anjing semua yaa""",1.0
236,Bullying,anjingnya guys saya liat babi hitam,"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""",1.0
237,Bullying,mantan anjing eh kebalik anjing mantan,"""Mantan Anjing, eh kebalik anjing mantan""",1.0
238,Non-bullying,bikin skandal ingin tenar,"""Bikin skandal karena kepengen tenar?""",0.0
239,Bullying,wiii anjay liat babi megang 2 anjing,"""Wiii anjay kapan lagi liat babi megang 2 anjing""",1.0
240,Bullying,foto babi memeluk anjing yang pemilik nya bidadari,"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""",1.0
241,Bullying,babi tidak pantes nyentuh anjingnya bidadari kotor,"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""",1.0
242,Bullying,anjing foto ya,"""SESAMA ANJING FOTO DULU YA KAN""",1.0
243,Bullying,potret seorjing memegang anjing kwkw,"""potret seorjing memegang anjing kwkw""",1.0
244,Non-bullying,heh sudah kenapa hate nya capai saya baca nya,"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""",0.0
245,Bullying,ganteng anjingnya eh eh kamu tidak pantes anjing anjing setia pantesnya sih babi hahahaha,"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""",1.0
246,Bullying,kalau lomba an sama babi babi nya nomor 2,"""kalo lomba sama""an sm babi, babi nya nmr 2""",1.0
247,Bullying,si anjing berfoto si anjing,"""Si anjing ketika berfoto dengan si anjing""",1.0
248,Non-bullying,kak jessica yang tunggu setia sama kartu keluarga loh pas ada kemarin kartu keluarga tidak ngehargain lebih pilih yang di sono,"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""",0.0
249,Bullying,erikontolim manusia babi anak lonte,"""erikontolim manusia babi anak lonte""",1.0
250,Non-bullying,hargailah hati wanita sudah tulus menemani kamu 0,"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",0.0
251,Non-bullying,bagus sih erick mutusin jessica ya karena erick kelakuan nya begituu coba liat jessica,"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""",0.0
252,Bullying,anjing hebat ya pakai kacamata,"""Anjing sekarang hebat ya, bisa pake kacamata""",1.0
253,Non-bullying,sudah lh nasi sudah jadi bubur tidak dibentuk kek semulaaa,"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""",0.0
254,Non-bullying,kukira kehadiranmu kebanggaan,"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",0.0
255,Bullying,3 ajg yang tato benar-benar ajg,"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""",1.0
256,Bullying,dasar orang tua tidak ada akhlak ngajarin anaknya tidak benar,"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""",1.0
257,Non-bullying,erik sih jelasin saya tidak update maap2,"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""",0.0
258,Bullying,eh anjingnya ci jessica saya lempar kamu,"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""",1.0
259,Non-bullying,guys dari pada comment2 mending unfoll sama unsubscribe saja yaa,"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""",0.0
260,Bullying,babi main ma anjing,"""Babi lagi main ma anjing :)""",1.0
261,Bullying,dikasi bidadari pilih babi,"""Dikasi BIDADARI MALAH PILIH BABI""",1.0
262,Non-bullying,postingan juga dihujat gila netijen,"""Postingan pertama jg dihujat dong gila netijen""",0.0
263,Bullying,kali lihat anjing babi baikan,"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN?""",1.0
264,Bullying,dikasih bidadari pilih setan,"""Dikasih bidadari malah milih setan""",1.0
265,Non-bullying,saya tidak benci ama kamu bro tetapi saja tingkah kamu melenceng,"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""",0.0
266,Bullying,sikap mu najis ludah anjing,"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",1.0
267,Non-bullying,njir sudah nih poto post yang komen baru2,"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""",0.0
268,Non-bullying,kesini hanya mau liat komen saja,"""kesini cmn mo liat komen aja""",0.0
269,Non-bullying,buset hate comment sampai postingan,"""Buset hate comment ampe postingan paling bawah""",0.0
270,Non-bullying,foto upload nya 20 maret comment 1 jam 2 jam 3 jam yang,"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""",0.0
271,Bullying,pantes utang bayar lonte,"""Pantes banyak utang buat bayar lonte""",1.0
272,Bullying,2 3 tutup botol muka kamu kek kontol wkwk,"""2 3 tutup botol muka lu kek kontol wkwk""",1.0
273,Non-bullying,astaga pagi dibikin terbahak-bahak ama komenan netijen yang berbicara suka benar,"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""",0.0
274,Non-bullying,sudah saya capai baca komen,"""Dah lah. Gw capek baca komen kalian""",0.0
275,Bullying,kelihatan sangat anjingnya ketakutan foto dakjal,"""Keliatan bgt anjingnya ketakutan foto sama dakjal""",1.0
276,Non-bullying,astaga ngehujat sampai postingan,"""Astaga ngehujat sampe postingan paling bawah""",0.0
277,Bullying,najis elu anjing,"""Lebih najis elu daripada anjing!""",1.0
278,Bullying,2 ekor anjing buaya makan jambut,"""2 ekor anjing dan satu buaya makan jambut""",1.0
279,Bullying,kalau disuruh melihara anjing eric saya pilih anjing saja najis najisan erick kontol,"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",1.0
280,Non-bullying,ngapain si ngejudge mikir putus kejadian tolol,"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",0.0
281,Non-bullying,hargai wanitamu didekati pria memilihmu,"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",0.0
282,Bullying,sipat anjing anjing saja ya manusia sipat anjing,"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""",1.0
283,Bullying,potret anjing poto setan,"""Potret ketika anjing poto dengan setan""",1.0
284,Bullying,bantu bedainn woyy anjing babi,"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",1.0
285,Non-bullying,udaah woii udahh kamu tidak kasihan capai ngelike komenan,"""Udaah woii udahh lu gak kasihan apa?. Aku capek ngelike komenan kalian""",0.0
286,Bullying,3 anjing 1 anjing berwujud manusia 2 anjing asli perwujudan aowkwkw,"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""",1.0
287,Bullying,kasihan saya anjingnya dipegang dajjal,"""Kasian gue sama anjingnya dipegang dajjal""",1.0
288,Bullying,kasihan anjing nya pegang babi,"""Kasian anjing nya di pegang babi""",1.0
289,Bullying,kamu kontol tidak ajg anak dakjal,"""Lo itu kontol gak guna ajg anak dakjal""",1.0
290,Bullying,mukak kamu buruk anjing kamu,"""mukak lu lebih buruk daripada anjing lu""",1.0
291,Bullying,dikasi bening pilih dakian,"""dikasi yang bening malah milih yang dakian""",1.0
292,Bullying,mending masuk penjara saja sudah seumur hidup,"""Mending masuk penjara lagi aja dah seumur hidup""",1.0
293,Bullying,lebih lucu anjingnya ya ktimbang orangnya,"""Kok lbih lucu anjingnya ya ktimbang orangnya""",1.0
294,Bullying,jesica lepas kambing hitam,"""Akhirnya jesica bisa lepas dari kambing hitam ini""",1.0
295,Non-bullying,maafin saja bro orang kesalahan kesalahan nasehatin saja tahu berubah,"""Maafin Aja Bro Semua Orang Pasti Ada Kesalahan Dia Juga Pasti Ada Kesalahan Nasehatin Aja Siapa Tau Dia Berubah""",0.0
296,Bullying,kasihan anjingnya dipeluk sma sampahh,"""Kasian anjingnya dipeluk sma sampahh""",1.0
297,Non-bullying,saya penjara berubah,"""Gua kira keluar dari PENJARA bisa berubah""",0.0
298,Non-bullying,cintamu sebatas kertas wkwkw enteng bang,"""Cintamu hanya sebatas kertas wkwkw enteng bang""",0.0
299,Non-bullying,jane respect sekarang benar-benar sudah hilang respect,"""Padahal sejak dia sama Jane aku lebih respect :( skrg bener2 udah hilang respect :(""",0.0
300,Bullying,sudah menemani tersulit kamu pas sudah selingkuh tidak sangka idola saya sesampah,"""udah nemenin dari masa tersulit lo pas udah keluar malah selingkuh, ga nyangka idola gua sesampah itu.""",1.0
301,Non-bullying,dihujat habis an postingan komen wkwk,"""Dihujat habis""an semua postingan lama ada komen baru wkwk""",0.0
302,Bullying,saya tidak bisa bedain anjing manusia keliatannya,"""Gua gabisa bedain mana anjing mana manusia, keliatannya sama""",1.0
303,Non-bullying,kamu anaknya kick andy yang namanya marlo bang,"""Lu mirip anaknya kick andy yg namanya marlo bang""",0.0
304,Non-bullying,orang karena orang jahat,"""Kenapa ada orang baik ? Karna ada orang jahat""",0.0
305,Non-bullying,tidak niatan mengadakan pengajian begitu bang,"""Ngga ada niatan ngadain pengajian gitu bang?""",0.0
306,Non-bullying,suka sekali rambutnyaa ganteng,"""Suka banget sama rambutnyaa tambah ganteng""",0.0
307,Bullying,abatartila saja kaya gini bilang king king muka nya sudah kaya tai musang,"""@abatartila Ada ada aja kaya gini di bilang king, king muke nya udh kaya tai musang""",1.0
308,Bullying,tinggalkan berlian tai babi dih,"""Ninggalin berlian demi tai babi dih""",1.0
309,Bullying,ganteng kaga kamu kelihatan kaya daki kontol,"""ganteng kaga lu begitu malah keliatan kaya daki kontol""",1.0
310,Bullying,mukak kamu mirip tapir kuda asu sok ganteng sekali kamu,"""Mukak lo kayak tapir kuda asu sok ganteng banget lo""",1.0
311,Non-bullying,yang kecewa kamu rik,"""Banyak yg kecewa karena lu begini rik!!!!""",0.0
312,Bullying,maaf ye muka kamu sudah jelek kaga sok selingkuh cakepan anjing saya noh,"""Maap ye?muke lu udh jelek kaga usah sok selingkuh,cakepan anjing gua noh""",1.0
313,Bullying,si hebatnya banci yang badannya penuh koreng kaya kamu,"""Apa si hebatnya banci yg badannya penuh koreng kaya lo""",1.0
314,Bullying,gini bersihan kaga kek dekil,"""Gini dong bersihan kaga kek tahun tahun sebelumnya dekil""",1.0
315,Bullying,muka kamu keriput kek aki aki,"""Muka lu keriput kek aki aki""",1.0
316,Non-bullying,foto jelek dihujat foto ganteng dibilang sok ganteng,"""Foto jelek dihujat, foto ganteng dibilang sok ganteng""",0.0
317,Bullying,kebanyakan nyabu kurus kamu,"""kebanyakan nyabu jadi kurus lu""",1.0
318,Bullying,narkoboyy ngeluarin lidahh ajg tes urin,"""NARKOBOYY NGELUARIN LIDAHH, AJG MAU APA, MAU TES URIN""",1.0
319,Bullying,fotolu pede anjrit muka kamu itu anjrit,"""Fotolu pede anjrit muka lu tu anjrit""",1.0
320,Bullying,hidup jangan boss playboy ajg luu,"""Hidup itu jngn keterlaluan boss playboy amat ajg luu""",1.0
321,Bullying,mukalu kek aktor bokep bgst mending ngobat saja luu,"""Mukalu kek aktor bokep bgst mending ngobat aja luu""",1.0
322,Bullying,sudah jelek semangattt pulak wkwk,"""dah jelek semangattt pulak WKWK""",1.0
323,Bullying,muka nya begitu seren bikin mual liatnya,"""Muka nya kok gitu, seren bikin mual liatnya""",1.0
324,Bullying,anjing ngewe ama lonte bangsat,"""Sana anjing ngewe ama lonte bangsat""",1.0
325,Bullying,muka kek kontol mending penjara,"""Muka kek kontol mending di penjara""",1.0
326,Bullying,muka kek banci dih najis,"""muka kek banci dih najis""",1.0
327,Bullying,nanti mati konyol,"""Ntar Mati dalam keadaan konyol""",1.0
328,Bullying,bilang jelek nya tidak enak hehe,"""mau bilang jelek nya ga enak hehe ?""",1.0
329,Bullying,idihhhhh pantas saja foto nya keluarin lidah seperti begitu ternyata tukang jilat,"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""",1.0
330,Bullying,nih orang kalau lomba babi babinya juara 2,"""NIH ORANG KALO LOMBA MIRIP BABI,BABINYA JUARA 2""",1.0
331,Bullying,titisan dakjal memang kamu nyet,"""Titisan dakjal emg lo nyet""",1.0
332,Bullying,et muka kamu saja begitu dih hahaha biarin saja sampah ketemu sampah biar busuk,"""Et muka lu aje gitu dih hahaha. Biarin aja sampah ketemu sampah biar busuk bersama""",1.0
333,Bullying,jijik astagah sok bat cakap njs,"""Jijik astagah sok bat cakep njs""",1.0
334,Non-bullying,bully an ig ngeri facebook ajg saya ngerii ajgg,"""Bully an di ig lebih ngeri daripada di fb ajg gua jadi ngerii! Ajgg",0.0
335,Bullying,sudah buriq brengsek pantes saja dapat lonte,"""udah buriq brengsek pula pantes aja dapet lonte""",1.0
336,Bullying,muka kampung gaya sok soan kota nyet,"""MUKA KAMPUNG GAYA SOK SOAN KOTA NYET""",1.0
337,Bullying,ngapa lidah kamu stroke amin deh begitu,"""Ngapa lidah Lo stroke amin deh kalau gtu""",1.0
338,Bullying,ciah dihujat 1 indonesia sampai bunuh ya komtoll belum puas nguat kauuu,"""Ciah dihujat 1 Indonesia jangan sampe bunuh diri ya komtoll kami blom puas nguat kauuu""",1.0
339,Bullying,orang kampung otak dusun gaya sosoan hype tetap saja tidak bisa nutupin muka babu kamu,"""Org kampung otak dusun gaya sosoan hype. Ttep aja gabisa nutupin muka babu lu.""",1.0
340,Bullying,cowok foto lihat lidah nya jam ah jijik saya minus akhlak kek gini,"""Cowo foto liatin lidah nya jam ah jijik gue. Apa lagi minus akhlak kek gini""",1.0
341,Bullying,anjing saya juga ogah liat muka kamu,"""ANJING gue jg ogah liat muke lu""",1.0
342,Non-bullying,tidak boleh melet dosaa rik,"""G bole melet dosaa rik""",0.0
343,Bullying,paan melet melet jilat tai tabi,"""paan melet melet mau jilat tai tabi?""",1.0
344,Bullying,setan memang melet2 teross jijik asuuu,"""Setan emg melet2 teross jijik asuuu""",1.0
345,Bullying,ni anak lahir karena kondom bocor tidak syukur muka seperti selangkangan gorilla dapat cewek cntik seperti jessica setia dan lain lain sia2in bgsad,"""ni anak lahir krna kondom bocor.. ga ada rasa syukur muka kyk selangkangan gorilla dpt cewe cntik kyk jessica setia dll malah di sia2in bgsad""",1.0
